Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],Disk throughput,Network throughput,Overall usage,Winner
19.11.2015 17:10:00,2,0,69,1.5,8388608,910164,10.85,0,7,64,5,5,7,10,29.35,0
19.11.2015 17:15:00,2,0,70,1.54,8388608,888354,10.59,0,7,64,6,6,7,12,31.13,0
19.11.2015 17:20:00,2,0,69,1.52,8388608,926941,11.05,0,6,64,5,5,6,10,28.57,0
19.11.2015 17:25:00,2,0,69,1.52,8388608,921908,10.99,0,7,64,5,5,7,10,29.509999999999998,0
19.11.2015 17:30:00,2,0,68,1.5,8388608,1010827,12.05,0,6,64,6,6,6,12,31.55,0
19.11.2015 17:35:00,2,0,70,1.54,8388608,1039349,12.39,0,7,64,5,5,7,10,30.93,0
19.11.2015 17:40:00,2,0,68,1.5,8388608,882482,10.52,0,7,64,5,5,7,10,29.02,0
19.11.2015 17:45:00,2,0,71,1.57,8388608,1156789,13.79,0,7,64,6,6,7,12,34.36,1
19.11.2015 17:50:00,2,0,71,1.56,8388608,1167694,13.92,0,7,64,5,5,7,10,32.480000000000004,0
19.11.2015 17:55:00,2,0,70,1.53,8388608,932813,11.12,0,7,64,5,5,7,10,29.65,0
19.11.2015 18:00:00,2,0,71,1.55,8388608,921908,10.99,0,7,64,6,6,7,12,31.54,0
19.11.2015 18:05:00,2,0,80,1.75,8388608,1509111,17.99,0,7,64,5,5,7,10,36.739999999999995,1
19.11.2015 18:10:00,2,0,67,1.47,8388608,1178599,14.05,0,6,64,5,5,6,10,31.520000000000003,0
19.11.2015 18:15:00,2,0,70,1.54,8388608,893387,10.65,0,7,64,6,6,7,12,31.19,0
19.11.2015 18:20:00,2,0,70,1.55,8388608,859832,10.25,0,8,64,5,5,8,10,29.8,0
19.11.2015 18:25:00,2,0,69,1.51,8388608,921908,10.99,0,7,64,5,5,7,10,29.5,0
19.11.2015 18:30:00,2,0,70,1.54,8388608,1016699,12.12,0,6,64,6,6,6,12,31.66,0
19.11.2015 18:35:00,2,0,70,1.54,8388608,955462,11.39,0,6,64,5,5,6,10,28.93,0
19.11.2015 18:40:00,2,0,68,1.49,8388608,1022571,12.19,0,7,64,5,5,7,10,30.68,0
19.11.2015 18:45:00,2,0,72,1.58,8388608,893387,10.65,0,8,64,6,6,8,12,32.230000000000004,0
19.11.2015 18:50:00,2,0,70,1.55,8388608,882482,10.52,0,7,64,5,5,7,10,29.07,0
19.11.2015 18:55:00,2,0,69,1.53,8388608,972240,11.59,0,8,64,5,5,8,10,31.119999999999997,0
19.11.2015 19:00:00,2,0,69,1.52,8388608,932813,11.12,0,7,64,6,6,7,12,31.64,0
19.11.2015 19:05:00,2,0,80,1.75,8388608,1245708,14.85,0,8,64,5,5,8,10,34.6,1
19.11.2015 19:10:00,2,0,69,1.5,8388608,1044382,12.45,0,8,64,5,5,8,10,31.95,0
19.11.2015 19:15:00,2,0,70,1.55,8388608,910164,10.85,0,8,64,6,6,8,12,32.4,0
19.11.2015 19:20:00,2,0,70,1.54,8388608,804468,9.59,0,8,64,5,5,8,10,29.13,0
19.11.2015 19:25:00,2,0,69,1.51,8388608,804468,9.59,0,8,64,5,5,8,10,29.1,0
19.11.2015 19:30:00,2,0,70,1.54,8388608,989017,11.79,0,7,64,6,6,7,12,32.33,0
19.11.2015 19:35:00,2,0,70,1.54,8388608,955462,11.39,0,7,64,5,5,7,10,29.93,0
19.11.2015 19:40:00,2,0,69,1.52,8388608,1061159,12.65,0,7,64,5,5,7,10,31.17,0
19.11.2015 19:45:00,2,0,69,1.52,8388608,1005794,11.99,0,7,64,6,6,7,12,32.51,0
19.11.2015 19:50:00,2,0,70,1.54,8388608,972240,11.59,0,7,64,5,5,7,10,30.13,0
19.11.2015 19:55:00,2,0,71,1.55,8388608,804468,9.59,0,8,64,5,5,8,10,29.14,0
19.11.2015 20:00:00,2,0,81,1.78,8388608,966368,11.52,0,7,64,6,6,7,12,32.3,0
19.11.2015 20:05:00,2,0,69,1.5,8388608,1419352,16.92,0,8,64,5,5,8,10,36.42,1
19.11.2015 20:10:00,2,0,70,1.53,8388608,1016699,12.12,0,8,64,5,5,8,10,31.65,0
19.11.2015 20:15:00,2,0,70,1.54,8388608,966368,11.52,0,8,64,6,6,8,12,33.06,1
19.11.2015 20:20:00,2,0,71,1.54,8388608,921908,10.99,0,8,64,5,5,8,10,30.53,0
19.11.2015 20:25:00,2,0,70,1.53,8388608,972240,11.59,0,8,64,5,5,8,10,31.119999999999997,0
19.11.2015 20:30:00,2,0,70,1.53,8388608,1039349,12.39,0,8,64,6,6,8,12,33.92,1
19.11.2015 20:35:00,2,0,72,1.57,8388608,882482,10.52,0,8,64,5,5,8,10,30.09,0
19.11.2015 20:40:00,2,0,69,1.51,8388608,972240,11.59,0,8,64,5,5,8,10,31.1,0
19.11.2015 20:45:00,2,0,72,1.58,8388608,888354,10.59,0,8,64,6,6,8,12,32.17,0
19.11.2015 20:50:00,2,0,71,1.55,8388608,921908,10.99,0,7,64,5,5,7,10,29.54,0
19.11.2015 20:55:00,2,0,71,1.55,8388608,871576,10.39,0,8,64,5,5,8,10,29.94,0
19.11.2015 21:00:00,2,0,71,1.56,8388608,1089680,12.99,0,7,64,6,6,7,12,33.55,1
19.11.2015 21:05:00,2,0,80,1.76,8388608,1598030,19.05,0,8,64,5,5,8,10,38.81,1
19.11.2015 21:10:00,2,0,68,1.5,8388608,921908,10.99,0,8,64,5,5,8,10,30.490000000000002,0
19.11.2015 21:15:00,2,0,71,1.55,8388608,888354,10.59,0,8,64,6,6,8,12,32.14,0
19.11.2015 21:20:00,2,0,71,1.56,8388608,854799,10.19,0,8,64,5,5,8,10,29.75,0
19.11.2015 21:25:00,2,0,69,1.52,8388608,921908,10.99,0,8,64,5,5,8,10,30.509999999999998,0
19.11.2015 21:30:00,2,0,71,1.55,8388608,1022571,12.19,0,7,64,6,5,7,11,31.740000000000002,0
19.11.2015 21:35:00,2,0,70,1.55,8388608,1056126,12.59,0,8,64,5,5,8,10,32.14,0
19.11.2015 21:40:00,2,0,69,1.51,8388608,1156789,13.79,0,7,64,5,5,7,10,32.3,0
19.11.2015 21:45:00,2,0,72,1.57,8388608,989017,11.79,0,8,64,6,6,8,12,33.36,1
19.11.2015 21:50:00,2,0,71,1.55,8388608,854799,10.19,0,8,64,5,5,8,10,29.740000000000002,0
19.11.2015 21:55:00,2,0,70,1.54,8388608,854799,10.19,0,8,64,5,5,8,10,29.73,0
19.11.2015 22:00:00,2,0,71,1.56,8388608,955462,11.39,0,7,64,6,6,7,12,31.950000000000003,0
19.11.2015 22:05:00,2,0,78,1.71,8388608,1442002,17.19,0,7,64,5,5,7,10,35.900000000000006,1
19.11.2015 22:10:00,2,0,68,1.49,8388608,1089680,12.99,0,7,64,5,5,7,10,31.48,0
19.11.2015 22:15:00,2,0,71,1.55,8388608,1039349,12.39,0,7,64,6,6,7,12,32.94,1
19.11.2015 22:20:00,2,0,71,1.55,8388608,1039349,12.39,0,7,64,5,5,7,10,30.94,0
19.11.2015 22:25:00,2,0,69,1.51,8388608,905131,10.79,0,7,64,5,5,7,10,29.299999999999997,0
19.11.2015 22:30:00,2,0,70,1.54,8388608,1140012,13.59,0,6,64,6,6,6,12,33.129999999999995,1
19.11.2015 22:35:00,2,0,69,1.52,8388608,854799,10.19,0,7,64,5,5,7,10,28.71,0
19.11.2015 22:40:00,2,0,69,1.5,8388608,955462,11.39,0,6,64,5,5,6,10,28.89,0
19.11.2015 22:45:00,2,0,71,1.56,8388608,921908,10.99,0,7,64,6,6,7,12,31.55,0
19.11.2015 22:50:00,2,0,70,1.54,8388608,989017,11.79,0,6,64,5,5,6,10,29.33,0
19.11.2015 22:55:00,2,0,69,1.52,8388608,955462,11.39,0,7,64,5,5,7,10,29.91,0
19.11.2015 23:00:00,2,0,71,1.55,8388608,972240,11.59,0,7,64,6,6,7,12,32.14,0
19.11.2015 23:05:00,2,0,82,1.8,8388608,1693660,20.19,0,7,64,5,5,7,10,38.99,1
19.11.2015 23:10:00,2,0,69,1.52,8388608,1240675,14.79,0,6,64,5,5,6,10,32.31,0
19.11.2015 23:15:00,2,0,70,1.53,8388608,938685,11.19,0,7,64,6,6,7,12,31.72,0
19.11.2015 23:20:00,2,0,71,1.55,8388608,989017,11.79,0,7,64,5,5,7,10,30.34,0
19.11.2015 23:25:00,2,0,70,1.52,8388608,809501,9.65,0,7,64,5,5,7,10,28.17,0
19.11.2015 23:30:00,2,0,70,1.54,8388608,955462,11.39,0,6,64,6,6,6,12,30.93,0
19.11.2015 23:35:00,2,0,70,1.54,8388608,893387,10.65,0,7,64,5,5,7,10,29.19,0
19.11.2015 23:40:00,2,0,68,1.5,8388608,876610,10.45,0,6,64,5,5,6,10,27.95,0
19.11.2015 23:45:00,2,0,71,1.56,8388608,859832,10.25,0,7,64,6,6,7,12,30.810000000000002,0
19.11.2015 23:50:00,2,0,70,1.54,8388608,865704,10.32,0,6,64,5,5,6,10,27.86,0
19.11.2015 23:55:00,2,0,70,1.54,8388608,921908,10.99,0,8,64,5,5,8,10,30.53,0
20.11.2015 00:00:00,2,0,71,1.56,8388608,1016699,12.12,0,8,64,6,6,8,12,33.68,1
20.11.2015 00:05:00,2,0,79,1.73,8388608,1442002,17.19,0,7,64,5,5,7,10,35.92,1
20.11.2015 00:10:00,2,0,71,1.54,8388608,1022571,12.19,0,7,64,5,5,7,10,30.73,0
20.11.2015 00:15:00,2,0,69,1.52,8388608,1005794,11.99,0,7,64,6,6,7,12,32.51,0
20.11.2015 00:20:00,2,0,70,1.53,8388608,1106457,13.19,0,8,64,5,5,8,10,32.72,0
20.11.2015 00:25:00,2,0,69,1.51,8388608,938685,11.19,0,8,64,5,5,8,10,30.7,0
20.11.2015 00:30:00,2,0,69,1.51,8388608,1072903,12.79,0,7,64,6,6,7,12,33.3,1
20.11.2015 00:35:00,2,0,70,1.53,8388608,1072903,12.79,0,8,64,5,5,8,10,32.32,0
20.11.2015 00:40:00,2,0,68,1.5,8388608,1156789,13.79,0,8,64,5,5,8,10,33.29,1
20.11.2015 00:45:00,2,0,70,1.53,8388608,1039349,12.39,0,8,64,6,6,8,12,33.92,1
20.11.2015 00:50:00,2,0,70,1.52,8388608,1056126,12.59,0,7,64,5,5,7,10,31.11,0
20.11.2015 00:55:00,2,0,70,1.52,8388608,1240675,14.79,0,7,64,5,5,7,10,33.31,1
20.11.2015 01:00:00,2,0,69,1.52,8388608,1072903,12.79,0,7,64,6,6,7,12,33.31,1
20.11.2015 01:05:00,2,0,80,1.76,8388608,1475556,17.59,0,8,64,5,5,8,10,37.35,1
20.11.2015 01:10:00,2,0,130,2.85,8388608,1754897,20.92,0,108,64,22,740,108,762,893.77,1
20.11.2015 01:15:00,2,0,69,1.51,8388608,2079536,24.79,0,8,64,6,6,8,12,46.3,1
20.11.2015 01:20:00,2,0,70,1.55,8388608,1374893,16.39,0,8,64,5,5,8,10,35.94,1
20.11.2015 01:25:00,2,0,69,1.52,8388608,905131,10.79,0,8,64,5,5,8,10,30.31,0
20.11.2015 01:30:00,2,0,70,1.53,8388608,1005794,11.99,0,8,64,6,6,8,12,33.519999999999996,1
20.11.2015 01:35:00,2,0,70,1.54,8388608,1207121,14.39,0,8,64,5,5,8,10,33.93,1
20.11.2015 01:40:00,2,0,69,1.52,8388608,1039349,12.39,0,8,64,5,5,8,10,31.91,0
20.11.2015 01:45:00,2,0,70,1.54,8388608,989017,11.79,0,8,64,6,5,8,11,32.33,0
20.11.2015 01:50:00,2,0,71,1.55,8388608,1022571,12.19,0,8,64,5,5,8,10,31.740000000000002,0
20.11.2015 01:55:00,2,0,70,1.54,8388608,1022571,12.19,0,8,64,5,5,8,10,31.73,0
20.11.2015 02:00:00,2,0,69,1.52,8388608,972240,11.59,0,7,64,6,5,7,11,31.11,0
20.11.2015 02:05:00,2,0,80,1.76,8388608,1391670,16.59,0,9,64,5,5,9,10,37.35,1
20.11.2015 02:10:00,2,0,69,1.51,8388608,1022571,12.19,0,8,64,5,5,8,10,31.7,0
20.11.2015 02:15:00,2,0,69,1.52,8388608,888354,10.59,0,8,64,6,6,8,12,32.11,0
20.11.2015 02:20:00,2,0,70,1.54,8388608,871576,10.39,0,8,64,5,5,8,10,29.93,0
20.11.2015 02:25:00,2,0,69,1.52,8388608,888354,10.59,0,8,64,5,5,8,10,30.11,0
20.11.2015 02:30:00,2,0,69,1.52,8388608,972240,11.59,0,8,64,6,5,8,11,32.11,0
20.11.2015 02:35:00,2,0,70,1.53,8388608,871576,10.39,0,8,64,5,5,8,10,29.92,0
20.11.2015 02:40:00,2,0,69,1.51,8388608,787690,9.39,0,8,64,5,5,8,10,28.9,0
20.11.2015 02:45:00,2,0,70,1.54,8388608,921908,10.99,0,8,64,6,6,8,12,32.53,0
20.11.2015 02:50:00,2,0,70,1.54,8388608,955462,11.39,0,8,64,5,5,8,10,30.93,0
20.11.2015 02:55:00,2,0,71,1.55,8388608,1089680,12.99,0,8,64,5,5,8,10,32.54,0
20.11.2015 03:00:00,2,0,70,1.54,8388608,972240,11.59,0,8,64,6,6,8,12,33.129999999999995,1
20.11.2015 03:05:00,2,0,81,1.78,8388608,1458779,17.39,0,7,64,5,5,7,10,36.17,1
20.11.2015 03:10:00,2,0,69,1.52,8388608,888354,10.59,0,7,64,5,5,7,10,29.11,0
20.11.2015 03:15:00,2,0,69,1.52,8388608,921908,10.99,0,7,64,6,6,7,12,31.509999999999998,0
20.11.2015 03:20:00,2,0,71,1.55,8388608,983145,11.72,0,8,64,5,5,8,10,31.270000000000003,0
20.11.2015 03:25:00,2,0,73,1.6,8388608,854799,10.19,0,38,64,5,5,38,10,59.79,1
20.11.2015 03:30:00,2,0,69,1.52,8388608,865704,10.32,0,8,64,6,6,8,12,31.84,0
20.11.2015 03:35:00,2,0,70,1.53,8388608,832150,9.92,0,8,64,5,5,8,10,29.45,0
20.11.2015 03:40:00,2,0,68,1.49,8388608,943718,11.25,0,8,64,5,5,8,10,30.740000000000002,0
20.11.2015 03:45:00,2,0,70,1.53,8388608,1117363,13.32,0,8,64,6,6,8,12,34.85,1
20.11.2015 03:50:00,2,0,69,1.52,8388608,1056126,12.59,0,8,64,5,5,8,10,32.11,0
20.11.2015 03:55:00,2,0,69,1.51,8388608,1033476,12.32,0,8,64,5,5,8,10,31.83,0
20.11.2015 04:00:00,2,0,69,1.52,8388608,1117363,13.32,0,7,64,6,6,7,12,33.84,1
20.11.2015 04:05:00,2,0,80,1.76,8388608,1469684,17.52,0,8,64,5,5,8,10,37.28,1
20.11.2015 04:10:00,2,0,69,1.52,8388608,1190343,14.19,0,8,64,5,5,8,10,33.71,1
20.11.2015 04:15:00,2,0,68,1.48,8388608,910164,10.85,0,7,64,6,6,7,12,31.33,0
20.11.2015 04:20:00,2,0,69,1.53,8388608,804468,9.59,0,7,64,5,5,7,10,28.119999999999997,0
20.11.2015 04:25:00,2,0,70,1.53,8388608,1234803,14.72,0,8,64,5,5,8,10,34.25,1
20.11.2015 04:30:00,2,0,70,1.53,8388608,910164,10.85,0,8,64,6,6,8,12,32.379999999999995,0
20.11.2015 04:35:00,2,0,69,1.52,8388608,994050,11.85,0,8,64,5,5,8,10,31.369999999999997,0
20.11.2015 04:40:00,2,0,68,1.5,8388608,1005794,11.99,0,7,64,5,5,7,10,30.490000000000002,0
20.11.2015 04:45:00,2,0,69,1.51,8388608,899259,10.72,0,8,64,6,6,8,12,32.230000000000004,0
20.11.2015 04:50:00,2,0,69,1.52,8388608,1128268,13.45,0,8,64,5,5,8,10,32.97,1
20.11.2015 04:55:00,2,0,70,1.53,8388608,960496,11.45,0,9,64,5,5,9,10,31.979999999999997,0
20.11.2015 05:00:00,2,0,70,1.53,8388608,999922,11.92,0,8,64,6,6,8,12,33.45,1
20.11.2015 05:05:00,2,0,82,1.8,8388608,1458779,17.39,0,9,64,5,5,9,10,38.19,1
20.11.2015 05:10:00,2,0,70,1.54,8388608,989017,11.79,0,7,64,5,5,7,10,30.33,0
20.11.2015 05:15:00,2,0,71,1.56,8388608,966368,11.52,0,7,64,6,6,7,12,32.08,0
20.11.2015 05:20:00,2,0,70,1.54,8388608,921908,10.99,0,8,64,5,5,8,10,30.53,0
20.11.2015 05:25:00,2,0,70,1.54,8388608,1033476,12.32,0,8,64,5,5,8,10,31.86,0
20.11.2015 05:30:00,2,0,70,1.53,8388608,1056126,12.59,0,7,64,6,6,7,12,33.12,1
20.11.2015 05:35:00,2,0,72,1.58,8388608,926941,11.05,0,8,64,5,5,8,10,30.630000000000003,0
20.11.2015 05:40:00,2,0,70,1.53,8388608,1010827,12.05,0,8,64,5,5,8,10,31.58,0
20.11.2015 05:45:00,2,0,71,1.56,8388608,938685,11.19,0,8,64,6,6,8,12,32.75,0
20.11.2015 05:50:00,2,0,70,1.53,8388608,1111491,13.25,0,7,64,5,5,7,10,31.78,0
20.11.2015 05:55:00,2,0,71,1.56,8388608,916036,10.92,0,7,64,5,5,7,10,29.48,0
20.11.2015 06:00:00,2,0,70,1.53,8388608,1067031,12.72,0,6,64,6,6,6,12,32.25,0
20.11.2015 06:05:00,2,0,81,1.78,8388608,1279263,15.25,0,8,64,5,5,8,10,35.03,1
20.11.2015 06:10:00,2,0,69,1.52,8388608,1044382,12.45,0,8,64,5,5,8,10,31.97,0
20.11.2015 06:15:00,2,0,70,1.53,8388608,1005794,11.99,0,8,64,6,6,8,12,33.519999999999996,1
20.11.2015 06:20:00,2,0,70,1.53,8388608,943718,11.25,0,8,64,5,5,8,10,30.78,0
20.11.2015 06:25:00,2,0,70,1.53,8388608,916036,10.92,0,8,64,5,5,8,10,30.45,0
20.11.2015 06:30:00,2,0,70,1.54,8388608,1050254,12.52,0,7,64,6,6,7,12,33.06,1
20.11.2015 06:35:00,2,0,71,1.57,8388608,910164,10.85,0,8,64,5,5,8,10,30.42,0
20.11.2015 06:40:00,2,0,69,1.51,8388608,798596,9.52,0,7,64,5,5,7,10,28.03,0
20.11.2015 06:45:00,2,0,71,1.55,8388608,848927,10.12,0,7,64,6,6,7,12,30.67,0
20.11.2015 06:50:00,2,0,69,1.51,8388608,1027604,12.25,0,7,64,5,5,7,10,30.759999999999998,0
20.11.2015 06:55:00,2,0,70,1.54,8388608,1352244,16.12,0,8,64,5,5,8,10,35.66,1
20.11.2015 07:00:00,2,0,70,1.52,8388608,1218026,14.52,0,7,64,6,6,7,12,35.04,1
20.11.2015 07:05:00,2,0,83,1.81,8388608,1530921,18.25,0,8,64,5,5,8,10,38.06,1
20.11.2015 07:10:00,2,0,69,1.51,8388608,1178599,14.05,0,8,64,5,5,8,10,33.56,1
20.11.2015 07:15:00,2,0,70,1.54,8388608,972240,11.59,0,8,64,6,6,8,12,33.129999999999995,1
20.11.2015 07:20:00,2,0,68,1.49,8388608,977273,11.65,0,7,64,5,5,7,10,30.14,0
20.11.2015 07:25:00,2,0,68,1.5,8388608,871576,10.39,0,8,64,5,5,8,10,29.89,0
20.11.2015 07:30:00,2,0,70,1.54,8388608,821245,9.79,0,7,64,6,6,7,12,30.33,0
20.11.2015 07:35:00,2,0,72,1.57,8388608,932813,11.12,0,8,64,5,5,8,10,30.689999999999998,0
20.11.2015 07:40:00,2,0,69,1.52,8388608,999922,11.92,0,8,64,5,5,8,10,31.439999999999998,0
20.11.2015 07:45:00,2,0,71,1.56,8388608,960496,11.45,0,7,64,6,6,7,12,32.01,0
20.11.2015 07:50:00,2,0,69,1.52,8388608,882482,10.52,0,6,64,5,5,6,10,28.04,0
20.11.2015 07:55:00,2,0,71,1.55,8388608,815373,9.72,0,7,64,5,5,7,10,28.270000000000003,0
20.11.2015 08:00:00,2,0,70,1.54,8388608,955462,11.39,0,8,64,6,6,8,12,32.93,1
20.11.2015 08:05:00,2,0,80,1.76,8388608,1324561,15.79,0,7,64,5,5,7,10,34.55,1
20.11.2015 08:10:00,2,0,68,1.48,8388608,983145,11.72,0,7,64,5,5,7,10,30.200000000000003,0
20.11.2015 08:15:00,2,0,70,1.53,8388608,809501,9.65,0,8,64,6,6,8,12,31.18,0
20.11.2015 08:20:00,2,0,70,1.54,8388608,848927,10.12,0,8,64,5,5,8,10,29.66,0
20.11.2015 08:25:00,2,0,69,1.51,8388608,832150,9.92,0,8,64,5,5,8,10,29.43,0
20.11.2015 08:30:00,2,0,69,1.52,8388608,1089680,12.99,0,8,64,6,6,8,12,34.51,1
20.11.2015 08:35:00,2,0,70,1.54,8388608,1140012,13.59,0,8,64,5,5,8,10,33.129999999999995,1
20.11.2015 08:40:00,2,0,69,1.5,8388608,1173566,13.99,0,8,64,5,5,8,10,33.49,1
20.11.2015 08:45:00,2,0,69,1.51,8388608,926941,11.05,0,8,64,6,6,8,12,32.56,0
20.11.2015 08:50:00,2,0,68,1.49,8388608,921908,10.99,0,8,64,5,5,8,10,30.48,0
20.11.2015 08:55:00,2,0,68,1.5,8388608,955462,11.39,0,8,64,5,5,8,10,30.89,0
20.11.2015 09:00:00,2,0,69,1.51,8388608,983145,11.72,0,7,64,6,6,7,12,32.230000000000004,0
20.11.2015 09:05:00,2,0,80,1.76,8388608,1603902,19.12,0,8,64,5,5,8,10,38.88,1
20.11.2015 09:10:00,2,0,68,1.5,8388608,1150917,13.72,0,8,64,5,5,8,10,33.22,1
20.11.2015 09:15:00,2,0,69,1.52,8388608,1140012,13.59,0,8,64,6,6,8,12,35.11,1
20.11.2015 09:20:00,2,0,70,1.53,8388608,1056126,12.59,0,8,64,5,5,8,10,32.12,0
20.11.2015 09:25:00,2,0,70,1.54,8388608,972240,11.59,0,8,64,5,5,8,10,31.13,0
20.11.2015 09:30:00,2,0,68,1.5,8388608,720581,8.59,0,7,64,6,6,7,12,29.09,0
20.11.2015 09:35:00,2,0,71,1.56,8388608,949590,11.32,0,8,64,5,5,8,10,30.880000000000003,0
20.11.2015 09:40:00,2,0,69,1.51,8388608,943718,11.25,0,8,64,5,5,8,10,30.759999999999998,0
20.11.2015 09:45:00,2,0,65,1.42,8388608,926941,11.05,0,7,64,6,6,7,12,31.47,0
20.11.2015 09:50:00,2,0,64,1.4,8388608,1016699,12.12,0,7,64,5,5,7,10,30.52,0
20.11.2015 09:55:00,2,0,67,1.46,8388608,1117363,13.32,0,8,64,5,5,8,10,32.78,0
20.11.2015 10:00:00,2,0,66,1.44,8388608,1056126,12.59,0,8,64,6,6,8,12,34.03,1
20.11.2015 10:05:00,2,0,81,1.77,8388608,1201249,14.32,0,8,64,5,5,8,10,34.09,1
20.11.2015 10:10:00,2,0,68,1.49,8388608,1056126,12.59,0,8,64,5,5,8,10,32.08,0
20.11.2015 10:15:00,2,0,69,1.52,8388608,977273,11.65,0,8,64,6,6,8,12,33.17,1
20.11.2015 10:20:00,2,0,71,1.55,8388608,1312817,15.65,0,8,64,5,5,8,10,35.2,1
20.11.2015 10:25:00,2,0,70,1.53,8388608,1072903,12.79,0,8,64,5,5,8,10,32.32,0
20.11.2015 10:30:00,2,0,70,1.53,8388608,972240,11.59,0,7,64,6,5,7,11,31.119999999999997,0
20.11.2015 10:35:00,2,0,73,1.59,8388608,876610,10.45,0,8,64,5,5,8,10,30.04,0
20.11.2015 10:40:00,2,0,69,1.51,8388608,955462,11.39,0,8,64,5,5,8,10,30.9,0
20.11.2015 10:45:00,2,0,71,1.56,8388608,1089680,12.99,0,8,64,6,6,8,12,34.55,1
20.11.2015 10:50:00,2,0,71,1.55,8388608,1156789,13.79,0,8,64,5,5,8,10,33.34,1
20.11.2015 10:55:00,2,0,69,1.52,8388608,1039349,12.39,0,8,64,5,5,8,10,31.91,0
20.11.2015 11:00:00,2,0,71,1.55,8388608,1022571,12.19,0,7,64,6,6,7,12,32.74,0
20.11.2015 11:05:00,2,0,83,1.83,8388608,1492333,17.79,0,8,64,5,5,8,10,37.62,1
20.11.2015 11:10:00,2,0,70,1.52,8388608,1089680,12.99,0,7,64,5,5,7,10,31.509999999999998,0
20.11.2015 11:15:00,2,0,73,1.59,8388608,838022,9.99,0,8,64,6,6,8,12,31.58,0
20.11.2015 11:20:00,2,0,72,1.57,8388608,1089680,12.99,0,8,64,5,5,8,10,32.56,0
20.11.2015 11:25:00,2,0,69,1.5,8388608,888354,10.59,0,8,64,5,5,8,10,30.09,0
20.11.2015 11:30:00,2,0,70,1.54,8388608,687027,8.19,0,8,64,6,6,8,12,29.73,0
20.11.2015 11:35:00,2,0,71,1.56,8388608,989017,11.79,0,8,64,5,5,8,10,31.35,0
20.11.2015 11:40:00,2,0,70,1.54,8388608,1039349,12.39,0,9,64,5,5,9,10,32.93,1
20.11.2015 11:45:00,2,0,71,1.57,8388608,938685,11.19,0,8,64,6,6,8,12,32.76,0
20.11.2015 11:50:00,2,0,72,1.59,8388608,1106457,13.19,0,8,64,5,5,8,10,32.78,0
20.11.2015 11:55:00,2,0,70,1.53,8388608,921908,10.99,0,8,64,5,5,8,10,30.52,0
20.11.2015 12:00:00,2,0,71,1.56,8388608,972240,11.59,0,7,64,6,6,7,12,32.15,0
20.11.2015 12:05:00,2,0,83,1.83,8388608,1307784,15.59,0,8,64,5,5,8,10,35.42,1
20.11.2015 12:10:00,2,0,70,1.54,8388608,1072903,12.79,0,7,64,5,5,7,10,31.33,0
20.11.2015 12:15:00,2,0,73,1.59,8388608,1005794,11.99,0,8,64,6,6,8,12,33.58,1
20.11.2015 12:20:00,2,0,72,1.58,8388608,955462,11.39,0,8,64,5,5,8,10,30.97,0
20.11.2015 12:25:00,2,0,70,1.54,8388608,1005794,11.99,0,8,64,5,5,8,10,31.53,0
20.11.2015 12:30:00,2,0,73,1.59,8388608,955462,11.39,0,7,64,6,6,7,12,31.98,0
20.11.2015 12:35:00,2,0,73,1.6,8388608,1072903,12.79,0,8,64,5,5,8,10,32.39,0
20.11.2015 12:40:00,2,0,70,1.54,8388608,989017,11.79,0,7,64,5,5,7,10,30.33,0
20.11.2015 12:45:00,2,0,73,1.61,8388608,854799,10.19,0,8,64,6,6,8,12,31.799999999999997,0
20.11.2015 12:50:00,2,0,72,1.59,8388608,1089680,12.99,0,8,64,5,5,8,10,32.58,0
20.11.2015 12:55:00,2,0,71,1.54,8388608,943718,11.25,0,8,64,5,5,8,10,30.79,0
20.11.2015 13:00:00,2,0,73,1.59,8388608,1077936,12.85,0,7,64,6,6,7,12,33.44,1
20.11.2015 13:05:00,2,0,83,1.81,8388608,1469684,17.52,0,7,64,5,5,7,10,36.33,1
20.11.2015 13:10:00,2,0,70,1.53,8388608,1150917,13.72,0,6,64,5,5,6,10,31.25,0
20.11.2015 13:15:00,2,0,73,1.6,8388608,843055,10.05,0,7,64,6,6,7,12,30.65,0
20.11.2015 13:20:00,2,0,72,1.57,8388608,832150,9.92,0,7,64,5,5,7,10,28.490000000000002,0
20.11.2015 13:25:00,2,0,71,1.56,8388608,910164,10.85,0,7,64,5,5,7,10,29.41,0
20.11.2015 13:30:00,2,0,72,1.58,8388608,871576,10.39,0,7,64,6,6,7,12,30.97,0
20.11.2015 13:35:00,2,0,73,1.59,8388608,1033476,12.32,0,7,64,5,5,7,10,30.91,0
20.11.2015 13:40:00,2,0,70,1.52,8388608,999922,11.92,0,7,64,5,5,7,10,30.439999999999998,0
20.11.2015 13:45:00,2,0,71,1.56,8388608,955462,11.39,0,6,64,6,6,6,12,30.950000000000003,0
20.11.2015 13:50:00,2,0,73,1.6,8388608,770913,9.19,0,7,64,5,5,7,10,27.79,0
20.11.2015 13:55:00,2,0,72,1.57,8388608,938685,11.19,0,7,64,5,5,7,10,29.759999999999998,0
