tx_id,timestamp,sender,receiver,amount,fee,data
138b5d07-9718-48f3-8450-e759252142b4,2025-03-29T22:41:00,0xe3713b4e,0xe9c6b3b7,48.59,1.42,{"memo":"Monthly subscription"}
6c82dad4-b136-4d3d-8e32-3384cf87edff,2025-03-29T22:41:10,0x2bec2051,0x7b8bae40,71.73,3.48,{"memo":"Microtransaction fee"}
8c3f2417-3812-4f5d-bd1e-382d363d4ae6,2025-03-29T22:46:06,0x188017e2,0x48fe7c9f,90.82,3.25,{"memo":"Gaming transaction"}
d10d6412-7f56-46d6-a808-c2de3406ff52,2025-03-29T22:48:47,0x9fb955a7,0xa6f49266,7.3,0.05,{"memo":"Loan repayment"}
38e2f1bf-2fb6-4b54-bfd3-dec3c02250de,2025-03-29T22:51:39,0x24f0f634,0x29379c76,39.5,0.98,{"memo":"Salary payment"}
e954f8ed-66a6-4d9e-a622-410340e88d1d,2025-03-29T22:56:22,0x97262adc,0x857344b8,74.65,3.16,{"memo":"Gaming transaction"}
2083e28e-4f1d-4b90-b2c4-8260dcd472cf,2025-03-29T22:59:08,0x8df0c31a,0x25cea0eb,30.95,1.2,{"memo":"Investment"}
28786d78-94b8-44f1-b9e2-928145cf420a,2025-03-29T23:01:51,0x7600de70,0x73fe39c8,38.68,0.94,{"memo":"Dividend distribution"}
72e0c287-a19d-4c6c-b236-edd7889d173e,2025-03-29T23:04:59,0xf9e654a5,0xfada7848,44.92,0.66,{"memo":"Contract payment"}
a2762164-53c8-4322-81b3-c4bc68c662c7,2025-03-29T23:08:13,0x492f6561,0x5950f17f,10.14,0.17,{"memo":"Utility bill"}
496bfe38-f64f-435b-8bab-e0b49510dbe4,2025-03-29T23:13:42,0x0b627b63,0xa14b03f3,51.69,0.28,{"memo":"Donation"}
68b2424f-3f65-4504-a510-78c1799d218d,2025-03-29T23:14:48,0x0dddc403,0x5f3a5727,38.18,1.45,{"memo":"Gaming transaction"}
2aca1584-c1b0-474c-9890-93e5c9ff71c1,2025-03-29T23:20:35,0x68729380,0xecf862c2,9.29,0.06,{"memo":"Gaming transaction"}
96f6eb72-9543-4204-9814-718765662d7a,2025-03-29T23:20:38,0x371b6e53,0x86cb9a36,71.65,2.63,{"memo":"Dividend distribution"}
9fde8c67-6cc0-4405-9fde-a1e987214090,2025-03-29T23:25:14,0xf91aa61e,0x6e7c9903,91.18,0.49,{"memo":"Investment"}
652e19ed-bcc9-4520-ab29-f9502f823077,2025-03-29T23:28:12,0x2cf914d0,0x3c93813a,21.04,0.99,{"memo":"Contract payment"}
1aeed3f2-1df8-4b84-804f-8b7ff3f0e0a8,2025-03-29T23:30:13,0x0f2e3616,0x446493df,6.44,0.07,{"memo":"Microtransaction fee"}
b252065a-d24c-41b1-8aa5-8a0190d980f3,2025-03-29T23:37:16,0xce30ed37,0x7138cc27,50.04,0.73,{"memo":"Gift"}
56db0944-13a8-45a2-93e5-ec727042ec0b,2025-03-29T23:38:35,0x7984805a,0xf3cd9fca,53.73,1.3,{"memo":"Marketplace sale"}
b8ebd8c9-a367-4e0d-a1f4-6b324b0111e8,2025-03-29T23:40:41,0xc5d50d8e,0x52f0a2ca,43.5,1.04,{"memo":"Rental payment"}
a66031da-0a62-46bc-aaf5-e80e7eb7f7a7,2025-03-29T23:44:49,0xf724edb2,0x6ecbc699,38.29,1.16,{"memo":"Consulting fee"}
3d2b88ee-4da8-438c-a11b-0885de800846,2025-03-29T23:50:01,0x96dea4dc,0x641af6ce,48.78,1.19,{"memo":"Marketplace sale"}
7705ac90-4f6d-42ae-a44b-802ed0ec2204,2025-03-29T23:51:46,0x17cd3044,0x4634f932,89.9,0.84,{"memo":"Rental payment"}
f80f0419-5094-4ec3-917e-12c5d8ec15b8,2025-03-29T23:52:43,0x6f08a2c2,0x44fc4a75,63.05,0.75,{"memo":"Donation"}
37a85cfd-363c-4ea8-b65a-af2498576f37,2025-03-29T23:55:32,0xbebfd2c8,0x33a65b79,42.82,0.24,{"memo":"Contract payment"}
c4265710-17ed-417c-b812-96c6df7ff420,2025-03-29T23:59:52,0x20da4f00,0xcc5da81d,41.07,0.42,{"memo":"Microtransaction fee"}
cabd3f98-9c94-4b06-9745-2f955dd451f7,2025-03-29T23:58:58,0xe940dd9e,0x39aec514,78.28,1.19,{"memo":"Salary payment"}
f3a50376-8922-46b6-9d99-c29490ccf109,2025-03-30T00:04:21,0x07613500,0x9fd64d18,94.88,4.57,{"memo":"Monthly subscription"}
8e520c8a-e797-4fd6-9dcf-a7a81463d8af,2025-03-30T00:04:04,0x3a6eaad2,0x3eb4a9ac,5.16,0.2,{"memo":"Marketplace sale"}
e0c1f7bf-190e-4efa-9d1f-00ed3eb56cac,2025-03-30T00:07:19,0x73208ea2,0x8ce562f6,29.2,0.86,{"memo":"Dividend distribution"}
403dd992-d6d9-4578-b511-162d219898e9,2025-03-30T00:09:48,0x8c0d5a82,0x9867d234,54.05,2.69,{"memo":"Monthly subscription"}
16e8361e-fa33-4e7f-a837-f8879398d185,2025-03-30T00:10:27,0x094b7616,0x8edbc234,41.44,0.9,{"memo":"Donation"}
ce290e4a-13e0-4083-9b11-e6b960753aaf,2025-03-30T00:11:28,0xc86ba9e3,0xd6bce8b0,61.39,2.37,{"memo":"Marketplace sale"}
f565ebb3-32af-48db-84d8-0d3224deff6d,2025-03-30T00:13:46,0x5295f692,0x10887892,12.6,0.29,{"memo":"Payment for services"}
7860fddb-36e3-4ea6-8d4c-42c055da2d6a,2025-03-30T00:18:45,0xc13f1b87,0x658bd60d,11.02,0.2,{"memo":"Monthly subscription"}
ef7cd1f4-1a72-4058-af35-597e06a5b75a,2025-03-30T00:20:23,0x2aed5e3b,0x6186b45e,56.34,0.81,{"memo":"Marketplace sale"}
6ed0b6a9-1a0c-4e24-91a5-2df89ff41247,2025-03-30T00:22:00,0x0a9fe661,0x414682b2,79.28,3.38,{"memo":"Payment for services"}
4e772cc3-50cb-4f89-9a62-235b36575116,2025-03-30T00:28:07,0x2d0186c4,0xb6783277,66.87,1.08,{"memo":"Crowdfunding"}
b10ee0ba-7c6f-48b0-88a1-dc04c433699e,2025-03-30T00:26:31,0xa88dc84d,0x8683d48a,94.42,1.29,{"memo":"Product purchase"}
bf5b6983-594f-4bb8-9e72-e27b1f283f5b,2025-03-30T00:30:03,0x9bfb8947,0xdee152a3,56.13,1.11,{"memo":"Investment"}
ea7bccf8-415c-416d-a2ff-12f85eab624f,2025-03-30T00:30:42,0x8db458c1,0xed805ab9,14.15,0.19,{"memo":"Marketplace sale"}
226fb838-740d-40f4-ae38-67d45ddf0301,2025-03-30T00:36:25,0x9a65bb51,0xb16144f9,6.81,0.29,{"memo":"Investment"}
354b2e61-5aa7-4ccd-9235-693e571b5054,2025-03-30T00:40:13,0x7d10867b,0xd6dd2f5a,23.81,0.63,{"memo":"Marketplace sale"}
a33c21bd-c9b8-4016-9e49-d2beda60e564,2025-03-30T00:41:50,0x90de945f,0xe33bfc7c,23.72,0.31,{"memo":"Marketplace sale"}
98fce6bc-2b57-46a0-a832-70a244e0aaa7,2025-03-30T00:43:08,0xf9537fae,0xafbec014,33.18,0.63,{"memo":"Dividend distribution"}
c5e7c5ed-a9b8-4c1d-bd07-6d91b70a8a92,2025-03-30T00:46:49,0x06c482c6,0x176cf119,47.5,0.58,{"memo":"Crowdfunding"}
8f51b194-afe7-4ecb-b6c7-16d41a0d4851,2025-03-30T00:49:30,0xf1221490,0x306c4a93,52.72,1.49,{"memo":"Contract payment"}
9d8161b7-f429-4c52-97db-fbfcb77812c8,2025-03-30T00:51:27,0x78152bd1,0x799b1b19,44.52,1.04,{"memo":"Crowdfunding"}
8299cbbe-b465-4210-97dd-91bf6e4f76d1,2025-03-30T00:55:01,0xfe6e9ae2,0xc0772cd0,1.77,0.03,{"memo":"Refund"}
a0e192ac-0816-4df1-bcf3-32d85dcbc2ff,2025-03-30T00:58:01,0x5a9f2c90,0x5a711163,75.96,1.2,{"memo":"Gaming transaction"}
67f67e32-e3f8-41ff-ab34-6ed007c4da77,2025-03-30T01:05:21,0x962070b4,0xa95bd81e,73.41,2.57,{"memo":"Monthly subscription"}
13bc3f2f-a22e-4d1f-9891-94f8cb6fa647,2025-03-30T01:03:22,0x297f4268,0xf6850f1d,23.38,1.12,{"memo":"Salary payment"}
ae6d824a-8890-4fa7-b868-d36c989f981b,2025-03-30T01:04:51,0xef9062cc,0xf2b3b80b,24.58,0.49,{"memo":"Monthly subscription"}
733ebed5-6e6c-4a0c-bbe8-85107db7ab1a,2025-03-30T01:09:14,0xed6b0e8c,0xde08f048,78.99,1.42,{"memo":"Product purchase"}
caa1eed1-26c8-4a8f-982d-0070b4f8d86e,2025-03-30T01:14:34,0x4572f056,0x5effc7ec,38.13,1.83,{"memo":"Crowdfunding"}
623535bc-8cc2-4f8c-93a8-941305ec90af,2025-03-30T01:17:00,0x5cceb28c,0x3d1c1c83,55.4,2.52,{"memo":"Donation"}
5b1cfcbf-9295-4278-8c8b-8b5b922e835f,2025-03-30T01:18:51,0x020cefb4,0x8b0f34b6,83.51,2.45,{"memo":"Refund"}
22b21c0e-2fc1-4b14-977c-9788660a454e,2025-03-30T01:25:46,0x319eacae,0x3c5c4af3,90.34,0.67,{"memo":"Marketplace sale"}
41460bf2-d8b9-496a-aa2e-0e88f3f124b8,2025-03-30T01:25:27,0x189af4b5,0xac64743b,31.67,0.96,{"memo":"Gift"}
e1a5bf38-f11f-4be6-876a-7c6ede5053bf,2025-03-30T01:29:32,0x9ccbd4ba,0x133349d4,37.15,1.31,{"memo":"Donation"}
500ef6d0-0432-4f4a-bd36-141ac27eff45,2025-03-30T01:29:47,0x6e321946,0xbc4dbacc,51.23,1.14,{"memo":"Gaming transaction"}
7843de7b-cac3-46d3-8657-8f2cf4708ac5,2025-03-30T01:33:28,0xed41e99d,0x8fa14829,4.06,0.19,{"memo":"Refund"}
cfd18835-6ee4-4ddd-b117-2256165c2690,2025-03-30T01:36:49,0x5f2aefad,0x955d59c2,30.41,0.32,{"memo":"Gaming transaction"}
ad37999b-30b1-4980-9498-b1b4245b9195,2025-03-30T01:38:52,0xbbedf60d,0x7a5f7f64,61.64,1.65,{"memo":"Gift"}
bc46c616-7bb0-45e1-87c0-9dc75f1d39bc,2025-03-30T01:39:50,0x667227d0,0x73f7ba8a,97.39,3.83,{"memo":"Utility bill"}
8a84b024-f7d9-42a4-bdfd-9eb9ac72ac7f,2025-03-30T01:46:33,0x8e714d10,0x37ac0ceb,50.17,0.33,{"memo":"Gaming transaction"}
d2ff3023-e391-42cf-bc49-6ea364469977,2025-03-30T01:50:04,0x491237c8,0x9d062c8b,43.39,1.55,{"memo":"Donation"}
ea9e2144-3625-4af8-b085-31b2a43f2244,2025-03-30T01:50:23,0x4d3cf927,0x13a0afda,76.9,1.43,{"memo":"Dividend distribution"}
1a85846a-df80-4ccd-a224-5c641571c8fa,2025-03-30T01:49:23,0xb5523766,0x5a4aea99,44.54,0.64,{"memo":"Salary payment"}
8c1cefb3-2b70-4387-859d-8b907aa3e63d,2025-03-30T01:54:44,0xc61f43d3,0x51c11181,78.41,0.57,{"memo":"Donation"}
485c82bf-c018-4e32-8366-1f70793486f1,2025-03-30T02:02:02,0xf6e3f738,0xecdb81e6,43.57,1.29,{"memo":"Consulting fee"}
60bd3aff-1484-4f2a-bf02-cd5b792ce9c4,2025-03-30T02:02:09,0x9e8cda84,0xf5ab7b9c,27.64,0.8,{"memo":"Contract payment"}
fab7355c-22a3-4d2b-9e8a-e991864136a2,2025-03-30T02:03:06,0x3eba90c3,0x26998eaa,33.57,1.08,{"memo":"Investment"}
9330b347-3fde-4a51-a777-a4e5b8742e7e,2025-03-30T02:06:44,0xcbfcf0ae,0xce0881bd,45.39,0.3,{"memo":"Monthly subscription"}
41666032-eefd-4491-8f1a-497932ec9c10,2025-03-30T02:12:18,0x354fa661,0xc9b691ac,10.55,0.29,{"memo":"Gift"}
ea02857d-46d0-4ef4-b3f7-369cbd66d08d,2025-03-30T02:16:32,0x5100a4d4,0x6fa62d88,52.74,1.23,{"memo":"Product purchase"}
e3bb29d3-d420-47f0-afe5-a0d67ab82e01,2025-03-30T02:20:22,0xa4e12680,0x50d309c4,98.64,0.7,{"memo":"Gift"}
71834143-b7be-422a-8f70-4856e268ded7,2025-03-30T02:21:34,0x20781464,0x0174fb5b,28.41,1.24,{"memo":"Salary payment"}
50e5878d-bb89-48da-aa71-716751df6630,2025-03-30T02:21:47,0x8caa2ba9,0x46be1f97,26.73,0.65,{"memo":"Crowdfunding"}
8cafbc4b-958f-4436-a44a-65f34b4847e8,2025-03-30T02:27:02,0x0d3655b9,0xe169553f,7.14,0.2,{"memo":"Refund"}
8aa18a33-bc1c-4b7b-bc27-20ca8da73332,2025-03-30T02:28:39,0x4648426f,0xd6625028,2.26,0.03,{"memo":"Consulting fee"}
4a28c4b1-f3a3-4271-8839-afb6467637a9,2025-03-30T02:30:51,0x5248fc34,0x7e7fe883,56.19,0.36,{"memo":"Rental payment"}
a5b47641-f9bb-422a-bbfd-c15c8b5a99fa,2025-03-30T02:33:38,0x539d0b3d,0x68e29a90,26.17,0.74,{"memo":"Monthly subscription"}
5377eb69-a7b3-4fef-88f2-7358220f3f47,2025-03-30T02:34:58,0xf392ad82,0xd9746f2d,2.82,0.13,{"memo":"Payment for services"}
4bc1ae9d-2253-4da3-9c02-312c98311cac,2025-03-30T02:39:10,0xa607ba11,0x6f35e7b3,39.05,1.44,{"memo":"Donation"}
354ab8ec-595f-4513-8032-139409152dd1,2025-03-30T02:46:03,0x830b9c3d,0x92b73ee7,61.83,1.64,{"memo":"Gaming transaction"}
c7e7df02-1d4f-47a0-8395-775189322dfb,2025-03-30T02:45:12,0x6785b80c,0xde56d1de,14.54,0.63,{"memo":"Gaming transaction"}
18eb53e7-09ad-4bc5-9834-19b5f6499156,2025-03-30T02:48:43,0xcca07265,0x72936145,94.99,2.92,{"memo":"Gift"}
dbedb333-c459-4d3c-b256-f2c834042114,2025-03-30T02:53:44,0xb31bf981,0x038646d0,73.06,3.58,{"memo":"Consulting fee"}
5f403efe-b9a6-4a07-a8be-d44f8cbd22c5,2025-03-30T02:58:19,0xf7140026,0x8bd67139,38.89,1.56,{"memo":"Loan repayment"}
9497cd54-fa9b-412e-b821-78d1acb09f1d,2025-03-30T02:59:14,0x836b47bf,0xbdc2a048,35.38,0.36,{"memo":"Monthly subscription"}
d7736f4c-0335-48b8-8e88-3940113f7aa2,2025-03-30T03:05:34,0x76c3f6af,0xed9ebe5e,45.41,1.28,{"memo":"Salary payment"}
49d3c759-4330-48d2-9e42-785976eea93d,2025-03-30T03:04:35,0x30a722a8,0x4dea9ba7,88.93,2.59,{"memo":"Payment for services"}
0fe99c85-52cf-449d-9543-c39c26f98257,2025-03-30T03:05:56,0xccfbf175,0x839a3f17,80.93,2.63,{"memo":"Marketplace sale"}
bf467206-6c0a-43a2-8a33-adea75869fd3,2025-03-30T03:08:43,0x08deac2e,0x609fbe39,16.91,0.31,{"memo":"Gift"}
ccda0ca1-d71c-49d9-9a09-f9a8d7430602,2025-03-30T03:11:43,0x0873ee64,0xc0b28790,45.11,0.29,{"memo":"Crowdfunding"}
5769e717-6c4c-4232-812b-2fe2c2408c3c,2025-03-30T03:19:06,0xb00addbd,0xc5fc0abb,95.9,2.43,{"memo":"Rental payment"}
841d272f-7fd1-4eb9-a469-65ae9e3fd143,2025-03-30T03:19:19,0xc7c0621a,0xcb908336,69.73,1.13,{"memo":"Donation"}
821beb0f-ab60-43e4-b5f3-3bf71b09e13b,2025-03-30T03:23:07,0x46f50ae2,0xf0ef6c62,54.77,2.03,{"memo":"Marketplace sale"}
fcbb91a3-2477-42b5-9f22-88434c09dd6b,2025-03-30T03:26:08,0x23d9225a,0x545cfcd4,4.56,0.08,{"memo":"Dividend distribution"}
a2026ee9-8872-4731-9176-2d86d27099b7,2025-03-30T03:27:14,0xe39a5166,0x19d273bc,9.85,0.19,{"memo":"Donation"}
54df3aec-e454-4677-aa29-fe98275dd139,2025-03-30T03:28:40,0x18f12a72,0x082ef395,31.21,1.49,{"memo":"Investment"}
6404dbc2-395b-46ce-af54-1d0647ec3ad1,2025-03-30T03:32:48,0x98ca45be,0xa656a2af,39.91,1.88,{"memo":"Marketplace sale"}
568b42d5-a037-4513-b455-473eb0f71451,2025-03-30T03:39:47,0x918e55c1,0x784607f1,8.12,0.15,{"memo":"Product purchase"}
89bd91a6-458b-4b99-ac2e-b5aee9a83e13,2025-03-30T03:42:10,0x9565650b,0x6f3c2a43,84.21,3.97,{"memo":"Crowdfunding"}
c157e47b-e696-4bfa-a063-566f0a263e16,2025-03-30T03:41:04,0xd00bec16,0x26d61780,23.5,0.25,{"memo":"Product purchase"}
5fde4ba6-67fb-4f23-b885-d357e5e82a71,2025-03-30T03:45:36,0x3e2d6a66,0xba83c6dc,30.64,1.52,{"memo":"Salary payment"}
7f7b2b51-6aac-4b4e-ac87-2618589ba139,2025-03-30T03:47:22,0xad325efc,0xbf43ead8,34.76,0.27,{"memo":"Product purchase"}
e99a089d-7118-4600-95ca-6a4ba471d884,2025-03-30T03:52:03,0x55dcabd7,0xe4888ca6,67.22,3.35,{"memo":"Microtransaction fee"}
b839dfb6-556f-4166-80ed-c6d535c1bf07,2025-03-30T03:51:31,0xa82e59b9,0x3dc6a882,77.0,0.39,{"memo":"Crowdfunding"}
e79c7973-088f-4cab-b5e3-7961e908a6ee,2025-03-30T03:52:25,0x4c5a11d4,0x9350beb6,2.08,0.07,{"memo":"Product purchase"}
9b9976b9-d4c1-44ae-bd92-398669e8f48a,2025-03-30T03:58:27,0x540b1038,0xdeedeb5b,76.94,2.47,{"memo":"Donation"}
1040be62-e74b-49e3-9969-711beb8218f6,2025-03-30T04:01:35,0xc71570fc,0xb8369d04,72.25,1.9,{"memo":"Microtransaction fee"}
7dce6a68-4f68-473c-a7ba-bad826f65655,2025-03-30T04:01:39,0xbf8abbed,0x4bb3c5d2,55.76,2.78,{"memo":"Donation"}
8da581db-16d9-438c-95ad-ef9e799f5173,2025-03-30T04:02:00,0x6e4be243,0x2f97a64c,41.95,1.68,{"memo":"Dividend distribution"}
ba9deee7-ef3b-49eb-b041-a8dd99609650,2025-03-30T04:07:11,0xc91142e5,0x02869f12,47.19,1.77,{"memo":"Investment"}
462caa82-e55a-473f-a23c-48706efb4b0a,2025-03-30T04:09:17,0xf300cce1,0xcc8446f1,46.56,2.11,{"memo":"Product purchase"}
08ea60ef-cfd6-46be-afb3-190e75d103fa,2025-03-30T04:06:58,0xa958b0ca,0x993505b1,43.35,1.59,{"memo":"Microtransaction fee"}
ad4d14db-f495-4f1d-8e47-b9ed3bfcf517,2025-03-30T04:11:56,0xe16a7815,0xe72b8836,63.41,1.85,{"memo":"Contract payment"}
b0ff66b7-493b-403e-a14f-3200c62022c8,2025-03-30T04:14:45,0x4cae0cfa,0xdecfbf72,30.76,0.19,{"memo":"Donation"}
03769614-c688-42f2-aa91-9a284302dda7,2025-03-30T04:20:34,0x1cbc5700,0xd6c638dd,96.21,0.93,{"memo":"Payment for services"}
2f737ed6-81f6-4ca3-b3a8-89d9299b5bb8,2025-03-30T04:22:08,0x2f551096,0xf8d6bf5c,99.59,1.47,{"memo":"Utility bill"}
693c2178-1f24-4a93-9a2b-fa7c34754647,2025-03-30T04:24:15,0x3cae6d8e,0x1d7725b4,74.6,3.38,{"memo":"Crowdfunding"}
bc982b90-0f72-4285-86de-4a9f4f83c778,2025-03-30T04:26:58,0x3e97bb24,0xcb08c780,27.23,1.21,{"memo":"Salary payment"}
e6e9390f-690b-44da-bf18-6e4cc5ba288e,2025-03-30T04:30:03,0xcc8d6282,0x2f212ad5,81.25,4.03,{"memo":"Investment"}
c2123fcf-5a00-4d92-a730-10ece647eddd,2025-03-30T04:32:25,0x0568d3fb,0x6d9fb575,59.06,1.08,{"memo":"Crowdfunding"}
f1538c3d-f578-4d3c-b0b5-192c7ea1afa9,2025-03-30T04:38:40,0x0d9511e7,0x143a3295,88.95,2.25,{"memo":"Utility bill"}
f5742561-c97b-49b3-afa4-f8de412c645e,2025-03-30T04:41:40,0x99b0def7,0x4787f102,84.14,3.71,{"memo":"Investment"}
3a33339b-cd06-499d-9baa-e7820e3fb630,2025-03-30T04:45:48,0xff103e50,0xb2b6ea76,3.14,0.05,{"memo":"Salary payment"}
9dd57102-b2be-46e3-92d2-0260bd487e9c,2025-03-30T04:49:20,0x92b4f887,0x0e21eef1,93.31,0.94,{"memo":"Consulting fee"}
b7c94764-6abe-48a6-b4f5-b6d236c933b6,2025-03-30T04:49:55,0x152e900a,0x78ae0330,11.0,0.38,{"memo":"Gift"}
6b02170c-5823-448d-8e5c-82f703aa230a,2025-03-30T04:53:27,0x235b2f33,0x51627ceb,7.57,0.04,{"memo":"Loan repayment"}
e65056c1-40b2-45cf-8f31-00b90f31caa6,2025-03-30T04:55:50,0x5f694c60,0x1aee0670,36.66,0.44,{"memo":"Microtransaction fee"}
45871ced-63f1-4727-b905-72342ce2fdab,2025-03-30T04:54:33,0x2ab54b1f,0xf38dd4de,41.07,0.69,{"memo":"Marketplace sale"}
87bda512-c939-40ba-b575-cef0441e825d,2025-03-30T05:00:48,0xf17856b9,0xddc61a53,12.11,0.44,{"memo":"Gaming transaction"}
d66b84cf-6b9d-40b8-9438-11cce8c046bf,2025-03-30T05:03:26,0x25e8489b,0x9e79d258,35.8,0.53,{"memo":"Gift"}
0fceedcf-8fd5-4f88-8673-b8aee69e0bf7,2025-03-30T05:04:06,0x2c78e19b,0xa19eb62c,43.24,1.68,{"memo":"Salary payment"}
54d489a8-c8c6-4483-90dd-30d46a7878b7,2025-03-30T05:07:15,0xf84257ae,0xf06b2e4a,90.41,2.52,{"memo":"Refund"}
bb101424-ad80-4e0f-8272-659061d9ee58,2025-03-30T05:05:57,0x69f6f1f9,0xfb5c50ba,40.71,1.77,{"memo":"Investment"}
e31c94e1-2ef8-413d-ab65-f0cc12ac2c59,2025-03-30T05:13:00,0x70e596e4,0x5f5b1292,79.99,2.78,{"memo":"Crowdfunding"}
27605b72-f016-41ad-96d5-ae495c3bed6a,2025-03-30T05:15:51,0xb299d0d9,0x527bd2df,53.82,0.59,{"memo":"Crowdfunding"}
484052ef-3f33-409b-8b4e-6ac25fc306f3,2025-03-30T05:15:49,0xa6c8fda4,0xdc42a533,37.48,1.02,{"memo":"Utility bill"}
7d60bae3-b94f-4161-bf95-3e89517a4901,2025-03-30T05:16:38,0x9a3705b0,0x7d82709e,59.23,1.19,{"memo":"Marketplace sale"}
f4b7ed41-0b21-49cb-b633-a50d464dc578,2025-03-30T05:21:37,0x30b0a25c,0xac576c32,45.27,1.81,{"memo":"Gift"}
2141253f-8591-4e7c-b4e7-6421ae0ec19d,2025-03-30T05:21:53,0x129571fe,0x05ad9325,98.1,3.23,{"memo":"Microtransaction fee"}
72bd01ea-9356-4e85-bd54-cc5de1bce0d3,2025-03-30T05:24:11,0x15f6079e,0x87be3a60,17.28,0.15,{"memo":"Dividend distribution"}
0619cece-cd0f-4676-8302-6a13c92a26b3,2025-03-30T05:26:03,0x179a4d8b,0x0124e23e,15.97,0.55,{"memo":"Crowdfunding"}
fdf31c94-2305-475f-9ac8-732c0660fec2,2025-03-30T05:28:14,0x492adfe5,0x9c54d3f8,39.04,1.62,{"memo":"Microtransaction fee"}
d04604e8-0e52-4748-9508-5c9ad9a60f0c,2025-03-30T05:28:23,0xf2036caf,0xdc938900,60.57,0.31,{"memo":"Product purchase"}
d37cf115-2a58-4bda-900b-823105bedfa4,2025-03-30T05:33:29,0x1f01bbe2,0x31161c48,57.08,0.56,{"memo":"Marketplace sale"}
e649fcf0-3adf-4275-b75c-e0a05dd5fccd,2025-03-30T05:36:25,0xfe394dbe,0xc6974d19,67.22,2.21,{"memo":"Contract payment"}
1c1db55f-78d5-4f83-b56c-2d24609835b5,2025-03-30T05:36:42,0xeaa3eba9,0x44bdca77,40.63,1.62,{"memo":"Gaming transaction"}
3f814055-8007-41b0-a0a9-2b7b04e11de7,2025-03-30T05:38:56,0x0e441ba6,0xc96bc53c,88.37,3.68,{"memo":"Consulting fee"}
69422ff9-e920-4642-99d0-a5c0879d5cbf,2025-03-30T05:45:17,0xd71f0858,0xb8718fe2,69.79,2.83,{"memo":"Gift"}
5a0d7669-a184-4ad4-92b5-9154604e4c10,2025-03-30T05:46:07,0x78678741,0x0760f144,89.53,4.21,{"memo":"Rental payment"}
52413f48-af09-4d88-8b01-27f28ddd1787,2025-03-30T05:51:59,0xf7690135,0xce4ae6f2,95.91,4.76,{"memo":"Loan repayment"}
3ed74e7c-5b8b-4d01-966e-f9844319ba81,2025-03-30T05:54:40,0x3f0ee362,0x89027509,72.36,2.63,{"memo":"Utility bill"}
e8b11706-9dcf-4fc8-8447-36dc7e01f680,2025-03-30T05:59:25,0x01f79409,0x1b525de3,73.26,0.62,{"memo":"Gift"}
0863999f-6121-4ebb-bea5-f46a216f1c66,2025-03-30T06:02:48,0x6806367d,0x4a0ed860,80.68,1.05,{"memo":"Gift"}
a535efc6-547c-460b-9a58-01c7941e0ee7,2025-03-30T06:03:32,0x36383073,0x5d118501,47.48,2.0,{"memo":"Gaming transaction"}
97678e03-58e5-49e9-82f6-8431576c3953,2025-03-30T06:04:47,0x2a52f1e7,0xff87a3b0,11.17,0.3,{"memo":"Utility bill"}
59fff8f0-90a9-415b-aeed-07616bccac02,2025-03-30T06:04:39,0x84f32162,0x70d1ea4f,74.87,1.04,{"memo":"Rental payment"}
34f18b27-d157-4471-bbc7-64ed628ae57c,2025-03-30T06:08:05,0x42bf3c0d,0x6f24b687,86.11,3.67,{"memo":"Salary payment"}
30d8b2d3-2834-4d2f-9abb-ee50b18e1a98,2025-03-30T06:11:03,0x3c350486,0xef2f5800,7.36,0.32,{"memo":"Consulting fee"}
fef0b5a4-22ab-42dc-b280-b3a8cad61dfe,2025-03-30T06:14:59,0xe3210471,0x2bbe51aa,30.07,0.19,{"memo":"Gaming transaction"}
b31ad06d-09e5-4482-a574-c93702a9bcea,2025-03-30T06:20:32,0x2122a818,0xc0451043,67.58,1.22,{"memo":"Salary payment"}
82a40f05-0e4a-405c-bd4e-5d2803a6a9f3,2025-03-30T06:19:49,0x9c0a83e5,0xc5f0d592,31.2,1.33,{"memo":"Loan repayment"}
40b6ccf3-6eb6-415a-92ed-9c763a7f8c8d,2025-03-30T06:24:14,0x6f929c2d,0x5158cb8f,44.59,2.22,{"memo":"Contract payment"}
bf7c3333-0021-4d92-8d59-e44d1b2c48ab,2025-03-30T06:25:07,0x00f17e3d,0x986aa514,80.97,2.34,{"memo":"Crowdfunding"}
4cf66859-8365-4271-80c5-177f0643951c,2025-03-30T06:29:29,0xaefe61b7,0xc59773ba,50.46,0.4,{"memo":"Contract payment"}
ac2183c0-6965-4a97-8c1c-2385549beca2,2025-03-30T06:35:51,0xf65e90f4,0xf21f4418,23.22,1.08,{"memo":"Consulting fee"}
1c3db1dd-2f54-4db7-83db-17d6e89374dc,2025-03-30T06:37:02,0x8c88f4f2,0xc6867a5b,17.35,0.47,{"memo":"Contract payment"}
f5ae7191-fc9d-4437-b9c7-6d397b398be4,2025-03-30T06:44:02,0x1a87672e,0x35defff7,85.73,3.74,{"memo":"Rental payment"}
cf8694a1-b4b4-49be-84a6-9323e29491ba,2025-03-30T06:47:30,0xc0574126,0x9fb63300,31.91,0.3,{"memo":"Contract payment"}
9b8cb7e5-a4eb-43e1-9ac0-9cb93ab3d1d3,2025-03-30T06:48:47,0xb066fa78,0x98c31fb7,66.5,2.1,{"memo":"Microtransaction fee"}
0bf29c67-0c7f-49be-a47d-278666361f89,2025-03-30T06:52:01,0xf1634ba8,0x14c7036e,11.23,0.07,{"memo":"Monthly subscription"}
